"","Year","anpptot","npptot","C4_npp","C3_npp","aet_y","wsoi_y","SimulationType","Management","totcsoi","Location","Lat","Lon","vegtype0"
"154",1803,0.082427479326725,0.113084129989147,0,0.113084129989147,545.153625488281,0.518147468566895,"Spinup","Ungrazed",2.32078742980957,"FF",42.73796,-89.75369,10
"155",1804,0.0883768126368523,0.121484890580177,0,0.121484890580177,515.043151855469,0.507768034934998,"Spinup","Ungrazed",2.32104325294495,"FF",42.73796,-89.75369,10
"156",1805,0.104211449623108,0.145009770989418,0,0.145009770989418,570.777282714844,0.621230661869049,"Spinup","Ungrazed",2.31924939155579,"FF",42.73796,-89.75369,10
"157",1806,0.082950197160244,0.11405948549509,0,0.11405948549509,527.342712402344,0.466526985168457,"Spinup","Ungrazed",2.32239556312561,"FF",42.73796,-89.75369,10
"158",1807,0.0836508274078369,0.115152224898338,0,0.115152224898338,473.815216064453,0.493084222078323,"Spinup","Ungrazed",2.33219051361084,"FF",42.73796,-89.75369,10
"159",1808,0.0885377675294876,0.121666647493839,0,0.121666647493839,512.149169921875,0.495858669281006,"Spinup","Ungrazed",2.33423137664795,"FF",42.73796,-89.75369,10
"160",1809,0.0974842607975006,0.135219737887383,0,0.135219737887383,500.958099365234,0.590683996677399,"Spinup","Ungrazed",2.33422827720642,"FF",42.73796,-89.75369,10
"161",1810,0.0877325683832169,0.120541073381901,0,0.120541073381901,502.167694091797,0.505367696285248,"Spinup","Ungrazed",2.33826541900635,"FF",42.73796,-89.75369,10
"162",1811,0.0934228450059891,0.129106983542442,0,0.129106983542442,516.464050292969,0.605686902999878,"Spinup","Ungrazed",2.34224557876587,"FF",42.73796,-89.75369,10
"163",1812,0.0717014819383621,0.0998293608427048,0,0.0998293608427048,361.698455810547,0.440415889024734,"Spinup","Ungrazed",2.34524655342102,"FF",42.73796,-89.75369,10
"164",1813,0.094451405107975,0.130800440907478,0,0.130800440907478,494.797637939453,0.572130620479584,"Spinup","Ungrazed",2.35098958015442,"FF",42.73796,-89.75369,10
"165",1814,0.0736373290419579,0.100469186902046,0,0.100469186902046,444.454803466797,0.44636133313179,"Spinup","Ungrazed",2.34977555274963,"FF",42.73796,-89.75369,10
"166",1815,0.0854521989822388,0.118096701800823,0,0.118096701800823,477.957763671875,0.480077564716339,"Spinup","Ungrazed",2.34913611412048,"FF",42.73796,-89.75369,10
"167",1816,0.0673817619681358,0.0933801457285881,0,0.0933801457285881,455.845977783203,0.501573503017426,"Spinup","Ungrazed",2.34310460090637,"FF",42.73796,-89.75369,10
"168",1817,0.10163863748312,0.141122221946716,0,0.141122221946716,569.021911621094,0.588622629642487,"Spinup","Ungrazed",2.3386652469635,"FF",42.73796,-89.75369,10
"169",1818,0.0922010391950607,0.127017855644226,0,0.127017855644226,513.980224609375,0.530439376831055,"Spinup","Ungrazed",2.33395910263062,"FF",42.73796,-89.75369,10
"170",1819,0.0953242182731628,0.132156223058701,0,0.132156223058701,499.053131103516,0.644029557704926,"Spinup","Ungrazed",2.34283757209778,"FF",42.73796,-89.75369,10
"171",1820,0.0672744885087013,0.0929508060216904,0,0.0929508060216904,453.994384765625,0.499594360589981,"Spinup","Ungrazed",2.35252380371094,"FF",42.73796,-89.75369,10
"172",1821,0.0924112349748611,0.127598375082016,0,0.127598375082016,517.589599609375,0.529372751712799,"Spinup","Ungrazed",2.3559136390686,"FF",42.73796,-89.75369,10
